Link,Location,Title,Date,Time,Description,Price,Location
http://generalassemb.ly/education/fundamentals-of-python-bootcamp/atlanta/38450,Atlanta,Fundamentals of Python Bootcamp,"Saturday, 8 July",10,"Whether you have experience in programming or are looking to get started for the first time, this workshop will put you on the fast track to honing your python and data analysis skills.  In this bootcamp you’ll get hands-on programming experience in Python that you'll be able to immediately apply in the real world.  The workshop will cover the fundamentals of Python and several tools used in data science.",150,Atlanta
http://generalassemb.ly/education/build-your-own-website-with-wordpress-3-day-workshop/sydney/38827,Sydney,Build Your Own Website with WordPress: 3 Day Workshop,null,null,"Powering over 60 million websites on the Internet, there is no better time to start learning the ropes of WordPress. The premiere blogging and content management system is perfect for those seeking an easy way to set up and maintain a blog.",150,Atlanta
http://generalassemb.ly/education/adobe-photoshop-bootcamp/san-francisco/39347,San Francisco,Adobe Photoshop Bootcamp,"Friday, 11 August",10,"Photoshop is the industry standard photo image editing software for print and digital output. In this hands-on introductory workshop, we will walk through Photoshop's basic capabilities and use tools and techniques to edit images and create visual design mock-ups - no design experience required!",150,Atlanta
http://generalassemb.ly/education/how-to-make-great-websites/melbourne/37813,Melbourne,How to Make Great Websites,"Tuesday, 11 July",6:30,Creating good websites is hard.,35,Atlanta
http://generalassemb.ly/education/email-marketing-essentials/washington-dc/38580,"Washington, D.C.",Email Marketing Essentials,"Wednesday, 30 August",6:30,"Email is one of the highest performing digital marketing channels, requiring its own unique set of content, marketing, and design considerations. However, with the tens of hundreds of emails people receive every day, you must learn how to distinguish your email from the rest. In this session, you’ll learn how to develop and drive email strategy, best practices and principles for getting users to take action, simple strategies and A/B tests to maximize conversions, and what to measure and track.",50,Atlanta
http://generalassemb.ly/education/code-in-one-day-html-css-crash-course/melbourne/37296,Melbourne,Code in One Day: HTML & CSS Crash Course,"Saturday, 29 July",10,"HTML and CSS are the fundamental building blocks of the web. Whether you're a beginner who wants to get started in web development, a designer looking to hand-code their concepts, or a marketer who wants a little more control over their CMS, you'll need to know HTML and CSS to get the job done.",220,Atlanta
http://generalassemb.ly/education/building-your-personal-brand-e96958ac-db2c-4471-81c6-9c0e2d1e7029/washington-dc/37861,"Washington, D.C.",Building Your Personal Brand,"Thursday, 27 July",6:30,"What do you want to be known for? What do people find when they Google you? How do you create a cohesive online presence? A clear personal brand can create opportunities for you. But how do you go about doing it? Few people have the time to ask, answer and execute on these questions.  In this workshop, we'll identify some strategies to break down what you want in a personal brand, and then start building it.",45,Atlanta
http://generalassemb.ly/education/intro-to-coding-html-css-1e0c1d43-146d-46e1-8787-07a7c55324bc/hong-kong/39586,Hong Kong,Intro to Coding: HTML & CSS.,"Tuesday, 25 July",7,"Meet the programming languages that power the web, and write your first line of code.",325,Atlanta
http://generalassemb.ly/education/ux-for-wearables-designing-for-smart-watches/singapore/38553,Singapore,UX for Wearables: Designing for Smart Watches,"Saturday, 9 September",10,"Get an overview of smartwatch apps and a walkthrough of the process behind designing your own apps for the Apple Watch. Students will learn about the underlying options and requirements for the Apple Watch and will break into teams to define users, decide on a feature set and illustrate key scenarios using paper prototyping.",150,Atlanta
http://generalassemb.ly/education/data-science-101/denver/37992,Denver,Data Science 101,"Monday, 24 July",6,See how the predictive power of data drives modern business.,25,Atlanta
http://generalassemb.ly/education/agile-scrum-and-kanban-making-your-processes-work-for-you/seattle/39459,Seattle,"Agile, Scrum, and Kanban: Making Your Processes Work For You","Thursday, 13 July",6,"You’ve probably heard of Agile, Scrum, and/or Kanban. Agile is just a concept, whereas Scrum and Kanban are two different methodologies for tracking and achieving progress on a project.",60,Atlanta
http://generalassemb.ly/education/design-thinking-crash-course/boston/37220,Boston,Design Thinking Crash Course,"Monday, 17 July",6:30,"Learn how to use the design thinking methods developed by David Kelly at the Stanford d.School, as well as how to make faster and better design decisions by putting the customer first.",40,Atlanta
http://generalassemb.ly/education/visual-design-101/atlanta/39364,Atlanta,Visual Design 101,"Tuesday, 26 September",7,Get creative with Adobe Photoshop.,30,Atlanta
http://generalassemb.ly/education/ga-the-plato-project-present-mini-masters-series-for-business-leaders/melbourne/37334,Melbourne,GA & The Plato Project Present: Mini Masters Series for Business Leaders,null,null,"Are you a business leader seeking to unlock peak-performance within your organisation, an intrapreneur with a passion for innovation or a corporate leader who needs to better understand your organisation through a digital lens?","4,750",Atlanta
http://generalassemb.ly/education/python-programming-101/washington-dc/38539,"Washington, D.C.",Python Programming 101,"Tuesday, 8 August",6:30,Unlock data-driven insights with code.,75,Atlanta
http://generalassemb.ly/education/seo-for-beginners/seattle/39539,Seattle,SEO for Beginners,"Monday, 24 July",6,"Search engine optimization (SEO) is about improving the visibility of a website in “organic” (non-paid) search engine results. This no nonsense introduction will pull back the veil and unmask this mysterious thing called SEO, helping you to understand and start using it. You will be able to start improving your website’s rankings in the search engines.",50,Atlanta
http://generalassemb.ly/education/creating-the-ultimate-competitive-advantage/melbourne/38895,Melbourne,Creating The Ultimate Competitive Advantage,"Tuesday, 18 July",6:30,Everybody wants to feel like they have something special to offer.,35,Atlanta
http://generalassemb.ly/education/introduction-to-coding-html-css/los-angeles/39204,Los Angeles,Introduction to Coding: HTML & CSS,"Wednesday, 5 July",7,"Meet the programming languages that power the web, and write your first line of code.",0,Atlanta
http://generalassemb.ly/education/paid-social-media-advertising/atlanta/38446,Atlanta,Paid Social Media Advertising,"Friday, 14 July",9,"This class combines tried true marketing principles with digital marketing strategy and a sprinkle of creativity. Students will walk away with the knowledge to craft an effective paid social media marketing strategy, true to their brand's identity, to reach their target audience(s) and achieve the desired results.",50,Atlanta
http://generalassemb.ly/education/programming-for-non-programmers/los-angeles/38218,Los Angeles,Programming for Non-Programmers,"Saturday, 29 July",10,"Are you a creative or entrepreneur that wishes you could speak tech with your web development team? Maybe you wish you could code a bit yourself? In this workshop we'll tackle some development principles to get you on the right path. We'll look at questions like, ""Front-end vs. Back-end?"", ""What is this Javascript function thingy, and why am I passing strange math equations to it?""",250,Atlanta
http://generalassemb.ly/education/introduction-to-sql/atlanta/37662,Atlanta,Introduction to SQL,"Thursday, 13 July",7,SQL provides powerful but reasonably simple tools for data analysis and handling. This workshop will take absolute beginners through the basics of SQL to an ability to write common types of queries with confidence. We will use a combination of lecture and in-class exercises to ensure that students leave with a working grasp of SQL fundamentals.,30,Atlanta
http://generalassemb.ly/education/the-write-stuff-ii-say-bye-bye-to-writers-block/los-angeles/39460,Los Angeles,The Write Stuff II: Say Bye Bye To Writer's Block,"Thursday, 28 September",6:30,"Long form content is STILL ALIVE and well. Despite shorter attention spans, snaps and the rise of Facebook ""live"", blogs not only help you educate your readers--they are still the most powerful form of content for search. Writing isn't so much about coming up with clever topics or appealing to short attention spans as much as it is about INTRIGUING your reader and creating valuable content. What is valuable content? We'll uncover that PLUS help you learn additional techniques to strengthen your voice, refine your editing skills and publish more consistently. THIS class is a workshop where you will brainstorm blog topic ideas, discuss their relevancy, identify keywords for your posts, produce a full piece of content and a draft AND get feedback editing via class.",45,Atlanta
http://generalassemb.ly/education/introduction-to-google-analytics/san-francisco/37892,San Francisco,Introduction to Google Analytics,"Thursday, 14 September",6:30,"Google Analytics is an incredibly robust, free tool for measuring web traffic data. In this class, you’ll get to know the basics of using Google Analytics to track and evaluate performance and draw insights to improve your business. Starting with basic terminology and key metrics, you’ll build a foundation of knowledge before diving deeper into more complex analytics techniques, including advertising tracking and custom segments. You’ll walk away with a fundamental understanding of Google Analytics’ role in running and operating your business.",65,Atlanta
http://generalassemb.ly/education/ux-design-101/atlanta/39201,Atlanta,UX Design 101,"Wednesday, 6 September",6:30,Discover how design shapes our online experiences.,30,Atlanta
http://generalassemb.ly/education/inclusivity-belonging-master-certification-program/san-francisco/38818,San Francisco,Inclusivity & Belonging: Master Certification Program,null,null,Where is Your Team or Organization Struggling?,"4,000",Atlanta
http://generalassemb.ly/education/intro-to-seo/london/37381,London,Intro to SEO,"Monday, 24 July",6:15,"Search engine optimisation (SEO) is about improving the visibility of a site in a search engine’s “organic” (or unpaid) results. If you’re interested in getting a practical introduction to SEO, including what it is and how you can make the most of it, this workshop will give you a great start. You’ll learn what search engines are trying to achieve and why, how they’ve developed over time, what’s in store in their future, what elements have traditionally been important for doing well in search results, and what recent changes have been made that will affect the way SEO works.",55,Atlanta
http://generalassemb.ly/education/user-experience-design-bootcamp/london/37920,London,User Experience Design Bootcamp,"Saturday, 16 September",10,"As technology changes and more media outlets compete for customers’ time, providing an enjoyable experience is critical to both attracting and keeping users. This bootcamp aims to demystify UX by giving a practical and simple introduction to what UX is while also explaining some of its core concepts of usability. This is a field that affects all areas of business — prepare to dip your toes into an ocean of new concepts and ideas that will enlighten your perspective on the human-computer interaction experience.",190,Atlanta
http://generalassemb.ly/education/excel-at-excel-getting-down-the-basics/san-francisco/38649,San Francisco,Excel at Excel: Getting Down the Basics,"Saturday, 26 August",10,"We’ve all heard of Microsoft Excel, and yet a surprising number of people have little to no experience using it. In this class — ideal for people working in business, management, or simply interested in getting more organized — you’ll learn the basics of the application, including calculation, formatting, and charts. There will also be an introduction to some intermediate functions such as VLookup and If-Then. A basic understanding of Excel goes a very long way when it comes to managing your job or business. This class will make you more desirable job candidate and more productive as a worker.",40,Atlanta
http://generalassemb.ly/education/google-adwords-bootcamp/london/37385,London,Google Adwords Bootcamp,"Friday, 15 September",10,New customer acquisition is one of the important challenges for a digital business. Google AdWords can be an excellent tool once you understand how to run a cost effective campaign with a strong ROI. These classes will help you understand AdWords and how to use it as a positive tool for growth for your business.,100,Atlanta
http://generalassemb.ly/education/introduction-to-python-bootcamp/san-francisco/39266,San Francisco,Introduction to Python Bootcamp,"Friday, 8 September",10,"Python is a versatile and widely-used programming language with many applications. This workshop explores Python's place in the scientific ecosystem, and how the language, with several readily-available open-source libraries, can serve as a powerful tool for data analysis. Designed as a stand-alone introduction to the data science aspects of Python, this class is also a recommended refresher for students planning to enroll in General Assembly's upcoming Data Science course. The course is hands-on and exercise based, so students will get plenty of practice.",250,Atlanta
http://generalassemb.ly/education/excel-bootcamp/los-angeles/36893,Los Angeles,Excel Bootcamp,"Saturday, 15 July",10,"The bootcamp is designed to provide students with a general overview of Excel topics and specifically more knowledge of several different functions. It combines most of the material from the two workshops into an intense one-day session. Given the short timeframe and large amount of topics covered, students are expected to be able to learn quickly. The bootcamp is designed for students who can pick up material quickly and are looking to go from relatively little knowledge of Excel to being able to achieve complex tasks in just one day.",85,Atlanta
http://generalassemb.ly/education/introduction-to-user-experience-design/denver/38178,Denver,Introduction to User Experience Design,"Monday, 17 July",6,Discover how design shapes our online experiences.,25,Atlanta
http://generalassemb.ly/education/picture-this-instagram-for-business/singapore/38025,Singapore,Picture This: Instagram for Business,"Tuesday, 5 September",7,"Instagram is one of the hottest apps out there and just waiting for your business to take advantage — its user base is massive and highly motivated to buy. But how do you acquire followers? And how do you convert those followers into buyers? In this class ideal for small- and large-business owners, community managers, social media managers and consultants, and PR managers, you’ll learn how to build a fun and engaging Instagram account. From filling out your profile to tracking traffic to your domain, you’ll leave with a firm grasp and understanding of how to integrate Instagram into your marketing plan.",60,Atlanta
http://generalassemb.ly/education/python/san-francisco/37841,San Francisco,Python,null,null,"Whether you have experience in programming or are looking to get started for the first time, this workshop will put you on the fast track to honing your python and data analysis skills.  In this bootcamp you’ll get hands-on programming experience in Python that you'll be able to immediately apply in the real world.  The workshop will cover the fundamentals of Python and several tools used in data science.","1,500",Atlanta
http://generalassemb.ly/education/programming-for-non-programmers/los-angeles/38790,Los Angeles,Programming for Non-Programmers,"Saturday, 23 September",10,"Are you a creative or entrepreneur that wishes you could speak tech with your web development team? Maybe you wish you could code a bit yourself? In this workshop we'll tackle some development principles to get you on the right path. We'll look at questions like, ""Front-end vs. Back-end?"", ""What is this Javascript function thingy, and why am I passing it strange math equations to it?""",250,Atlanta
http://generalassemb.ly/education/introduction-to-user-experience-design/austin/39052,Austin,Introduction to User Experience Design,"Tuesday, 25 July",7,"As technology changes and more media outlets compete for customers’ time, providing an enjoyable experience is critical to both attracting and keeping users. This class aims to demystify user experience by giving a practical and simple introduction to UX through exploring some of its core concepts.",35,Atlanta
http://generalassemb.ly/education/how-to-start-30-days-from-idea-to-decision/new-york-city/38203,New York City,How to Start: 30 Days from Idea to Decision,"Wednesday, 26 July",6:30,"Great startups often come from founders who had their idea while working a separate job. In this class, you’ll develop a clear, 30-day roadmap to evaluate your potential startup idea without quitting your job. Along the way, you’ll learn how to drastically mitigate the risks involved in pursuing your idea and put yourself in the best possible position to succeed.",60,Atlanta
http://generalassemb.ly/education/introduction-to-python-bootcamp/san-francisco/37839,San Francisco,Introduction to Python Bootcamp,"Thursday, 27 July",10,"Python is a versatile and widely-used programming language with many applications. This workshop explores Python's place in the scientific ecosystem, and how the language, with several readily-available open-source libraries, can serve as a powerful tool for data analysis. Designed as a stand-alone introduction to the data science aspects of Python, this class is also a recommended refresher for students planning to enroll in General Assembly's upcoming Data Science course. The course is hands-on and exercise based, so students will get plenty of practice.",250,Atlanta
http://generalassemb.ly/education/user-research-techniques/san-francisco/38131,San Francisco,User Research Techniques,"Thursday, 28 September",6:30,"Despite what many might think, getting to the heart of user experiences isn’t easy. It’s a cerebral adventure that requires preparation, innovative methods, artful interviewing skills, sharp analysis, and empathy. This workshop will teach you how create an effective research plan and craft research questions that unearth meaningful insights for your products and services. After this class, students will be able to immediately apply their skills on their next research project.",65,Atlanta
http://generalassemb.ly/education/fundamentals-of-machine-learning-a-beginners-guide/seattle/39207,Seattle,Fundamentals of Machine Learning: A Beginners Guide,"Wednesday, 12 July",6,Have you ever wondered how internet ads are tracking you and what you have googled recently. How do you get emails from Amazon about books or movies similar to what you have recently purchased or watched? How does your Facebook page put a person's name beside their face in a photo? How does your email detect spam? How does your credit card company find an unusual transaction and notify you?,60,Atlanta
http://generalassemb.ly/education/sql-bootcamp/los-angeles/37872,Los Angeles,SQL Bootcamp,"Saturday, 8 July",10,SQL provides powerful but reasonably simple tools for data analysis and handling.  This bootcamp will take absolute beginners through the basics of SQL to an ability to write queries with confidence.  We will use a combination of lecture and in-class exercises to ensure that students leave with a working grasp of SQL fundamentals necessary for querying popular relational/SQL-based databases such as MySQL and PostgreSQL.,250,Atlanta
http://generalassemb.ly/education/digital-marketing-bootcamp--2/los-angeles/39285,Los Angeles,Digital Marketing Bootcamp,"Saturday, 29 July",10,"The digital landscape is moving at lightning speed. Every industry has been affected by the advances in digital—from retail to brands and agencies. Has your manager recently assigned a digital marketing role to you? Are you a project or account manager at a creative agency? Do you work for a small company or a start-up, and handle all things digital on your own? Then this bootcamp may be just what you need! Specifically created for students and professionals interested in gaining a deeper understanding of everything digital marketing can encompass.",250,Atlanta
http://generalassemb.ly/education/google-analytics-for-beginners-key-concepts-and-quick-wins/chicago/37419,Chicago,Google Analytics for Beginners: Key Concepts and Quick Wins,"Monday, 24 July",6,Everyone wants to grow their business and make their websites successful. But how do you know if you are making progress to your goals? And how do you know what marketing activities are the most efficient and cost effective to pursue?,60,Atlanta
http://generalassemb.ly/education/introduction-to-adobe-indesign-weekend-workshop/los-angeles/37876,Los Angeles,Introduction to Adobe InDesign: Weekend Workshop,"Saturday, 9 September",10,"Bring your creative ideas to life with Adobe InDesign, the professional page layout standard, used by designers and production professionals to design, preflight, and publish a broad range of documents such as brochures, catalogs, magazines and books. InDesign allows you to lay out and design multiple page documents. This workshop is designed to get you up and running with Adobe InDesign in one day. The focus will be on step-by-step instruction leading students through the most important tools and concepts in InDesign.",250,Atlanta
http://generalassemb.ly/education/business-storytelling-with-facebook-live/melbourne/36560,Melbourne,Business Storytelling With Facebook Live,"Thursday, 13 July",6,Live streaming is quickly becoming the preferred method for audiences to engage with a brand. Consistent and clear storylines keep your audience engaged and build solid relationships with your customers.,70,Atlanta
http://generalassemb.ly/education/getting-started-in-product-management/sydney/39010,Sydney,Getting Started in Product Management,"Tuesday, 11 July",12:30,"Whether you're considering a career in product management or launching your own digital product, you will need to draw on a diverse range of skills to determine viability and plan out a roadmap to longterm product success.",0,Atlanta
http://generalassemb.ly/education/settling-for-nothing-but-the-best/washington-dc/32344,"Washington, D.C.",Settling for Nothing But the Best,"Thursday, 13 July",5:30,"This is a private, free session specifically for our outcomes hiring partners.",0,Atlanta
http://generalassemb.ly/education/hacking-communication/los-angeles/39452,Los Angeles,Hacking Communication,"Tuesday, 19 September",6:30,"No matter what line of business you’re in, being able to clearly communicate your ideas is a critical part of becoming a success. Whether you’re presenting a project or just taking a meeting, knowing how to think on your feet and effectively express yourself is key to connecting and collaborating with your peers.",65,Atlanta
http://generalassemb.ly/education/customer-journey-mapping/sydney/39305,Sydney,Customer Journey Mapping,"Tuesday, 25 July",6,"Consumer empathy. It’s the key to successful product strategy, design, and marketing. Through it, we find unanswered questions, unmet needs, and idea­ catalyzing behaviors. But building a business, product, or service around a point­-in-­time understanding of your consumer is a strategy destined to fail. To successfully create an offering that dramatically shifts behavior, organically generates habitual engagement, and promotes a profitable viral cycle, we must first understand the consumer journey.",50,Atlanta
http://generalassemb.ly/education/digital-marketing-bootcamp--2/chicago/37468,Chicago,Digital Marketing Bootcamp,"Saturday, 8 July",10,"The digital landscape is moving at lightning speed. Every industry has been affected by the advances in digital—from retail to brands and agencies. Has your manager recently assigned a digital marketing role to you? Are you a project or account manager at a creative agency? Do you work for a small company or a start-up, and handle all things digital on your own? Then this bootcamp may be just what you need! Specifically created for students and professionals interested in gaining a deeper understanding of everything digital marketing can encompass.",210,Atlanta
http://generalassemb.ly/education/excel-bootcamp/boston/36418,Boston,Excel Bootcamp,"Saturday, 22 July",10,"We’ve all heard of Microsoft Excel, and yet a surprising number of people have little to no experience using it. In this class — ideal for people working in business, management, or simply interested in getting more organized — you’ll learn the basics of the application, including calculation, formatting, and charts. The class will also extend beyond the simple addition of data and will put students in a position where Excel is no longer a chore, but a powerful tool to assist in manipulating data efficiently. You’ll learn various functions to help you organize and analyze data and go through situational overviews of time-saving shortcuts to improve your efficiency dramatically.",250,Atlanta
http://generalassemb.ly/education/introduction-to-user-experience-design/austin/39062,Austin,Introduction to User Experience Design,"Tuesday, 22 August",7,"As technology changes and more media outlets compete for customers’ time, providing an enjoyable experience is critical to both attracting and keeping users. This class aims to demystify user experience by giving a practical and simple introduction to UX through exploring some of its core concepts.",35,Atlanta
http://generalassemb.ly/education/intro-to-adobe-indesign/seattle/38232,Seattle,Intro to Adobe InDesign,"Monday, 18 September",5:30,"Bring your creative ideas to life with Adobe InDesign, the professional page layout standard, used by designers and production professionals to design, preflight, and publish a broad range of documents such as brochures, catalogs, magazines and books. InDesign allows you to lay out and design multiple page documents. This workshop is designed to get you up and running with Adobe InDesign in three hours. The focus will be on step-by-step instruction leading students through the most important tools and concepts in InDesign.",60,Atlanta
http://generalassemb.ly/education/sketching-for-user-experience/sydney/39067,Sydney,Sketching for User Experience,"Monday, 31 July",6,"Being responsible for imagining, designing, or communicating digital product ideas and user experiences is no easy feat. Learning how to turn complex concepts into simple visual forms can help you evaluate ideas, products, and features quickly and effectively, before you jump into expensive pixels and code.",50,Atlanta
http://generalassemb.ly/education/python-for-data-science-2bf903ff-147f-4f7b-85e6-cb6b0b623a08/boston/36417,Boston,Python for Data Science,"Saturday, 16 September",10,"Python is a versatile and widely-used programming language with many applications.  This workshop explores Python's place in the scientific ecosystem, and how the language, with several readily-available open-source libraries, can serve as a powerful tool for data analysis.  Designed as a stand-alone introduction to the data science aspects of Python, this class is also a recommended preparatory workshop for students planning to enroll in General Assembly's Data Science course.",180,Atlanta
http://generalassemb.ly/education/introduction-to-the-agile-development-process/atlanta/38362,Atlanta,Introduction to the Agile Development Process,"Tuesday, 25 July",6:30,"In today’s digital world, most companies are using the Agile development process to get their product ideas developed into something a user can see on the webpage. If you want to be part of building great products, you need to understand how developers use the Agile methodology and how the business needs to be part of the development flow.",45,Atlanta
http://generalassemb.ly/education/introduction-to-user-interface-design-ui/boston/37446,Boston,Introduction to User Interface Design (UI),"Wednesday, 16 August",6:30,"In the new experience economy, the success of a digital interface is the product of human-centered design. A fundamental understanding how humans “see” the world gives visual and user experience designers the most valuable tool set they need to communicate effectively through visual design. At its core, understanding human biology and cognition are the underpinnings of user-centered design. Combine that understanding with modern UI concepts and you can create beautiful, useful and competitive experiences.",75,Atlanta
http://generalassemb.ly/education/digital-marketing-bootcamp--2/san-francisco/37844,San Francisco,Digital Marketing Bootcamp,"Saturday, 26 August",10,"This deep-dive will take a holistic look at digital marketing-- covering many of the essential (and cutting edge) digital advertising platforms, tools and analytics systems that entrepreneurs & digital marketers alike use to help launch & optimize their online businesses. Not only will this bootcamp survey these topics, but students will also be trained on 2 best-in-class digital marketing tools (Facebook & Mailchimp).",250,Atlanta
http://generalassemb.ly/education/speak-up-using-improv-to-succeed-in-business/los-angeles/39278,Los Angeles,Speak Up: Using Improv to Succeed in Business,"Wednesday, 19 July",7,"Utilizing the techniques and exercises of improv can dramatically strengthen your ability to communicate clearly and dynamically, collaborate more efficiently, and increase your creativity. In this workshop, you’ll learn to accelerate your confidence, spontaneity, leadership qualities, and much more with an introduction to improv skills. This workshop is ideal for entrepreneurs, startup teams, or anyone who wants to increase their confidence, networking skills, or sales goals.",60,Atlanta
http://generalassemb.ly/education/search-marketing-workshop-seo-sem/melbourne/38519,Melbourne,Search Marketing Workshop: SEO & SEM,"Saturday, 22 July",10,SEO & AdWords can be very efficient customer acquisition channels if well integrated within the overall marketing strategy of a business.,220,Atlanta
http://generalassemb.ly/education/excel-bootcamp-formulas-functions/atlanta/38377,Atlanta,Excel Bootcamp: Formulas & Functions,"Thursday, 24 August",9,"If you have the basics of Excel down, and you want to start taking your knowledge to the next level, then this bootcamp is for you. This bootcamp — ideal for people working in business, management, or simply interested in getting more organized — you’ll learn everything you need to perform at a proficient level in Excel.  This includes formula writing, combining formulas, creating basic to intermediate charts, and of course the ultra-powerful Pivot Tables. This bootcamp will give you the tools to be a more desirable job candidate and a more productive worker.",150,Atlanta
http://generalassemb.ly/education/user-experience-design-bootcamp/chicago/37440,Chicago,User Experience Design Bootcamp,"Saturday, 12 August",10,"As technology changes and more media outlets compete for customers’ time, providing an enjoyable experience is critical to both attracting and keeping users.  This class aims to demystify UX by giving a practical and simple introduction to what UX is while also explaining some of its core concepts of usability.  This is a field that affects all areas of business — prepare to dip your toes into an ocean of new concepts and ideas that will enlighten your perspective on the  human-computer interaction experience.",210,Atlanta
http://generalassemb.ly/education/design-thinking-workshop/washington-dc/39398,"Washington, D.C.",Design Thinking Workshop,"Wednesday, 20 September",6:30,"Humans are complex, and Design Thinking is an approach organizations use to better understand the latent needs of people in order to create the most innovative and intuitive products.",55,Atlanta
http://generalassemb.ly/education/introduction-to-google-analytics/atlanta/39185,Atlanta,Introduction to Google Analytics,"Thursday, 20 July",6,"Google Analytics is an incredibly robust, free tool for measuring web traffic data. In this class, you’ll get to know the basics of using Google Analytics to track and evaluate performance and draw insights to improve your business. Starting with basic terminology and key metrics, you’ll build a foundation of knowledge before diving deeper into more complex analytics techniques, including advertising tracking and custom segments. You’ll walk away with a fundamental understanding of Google Analytics’ role in running and operating your business.",50,Atlanta
http://generalassemb.ly/education/picture-this-instagram-for-business/singapore/38024,Singapore,Picture This: Instagram for Business,"Wednesday, 19 July",7,"Instagram is one of the hottest apps out there and just waiting for your business to take advantage — its user base is massive and highly motivated to buy. But how do you acquire followers? And how do you convert those followers into buyers? In this class ideal for small- and large-business owners, community managers, social media managers and consultants, and PR managers, you’ll learn how to build a fun and engaging Instagram account. From filling out your profile to tracking traffic to your domain, you’ll leave with a firm grasp and understanding of how to integrate Instagram into your marketing plan.",60,Atlanta
http://generalassemb.ly/education/data-visualisation-for-beginners/melbourne/33653,Melbourne,Data Visualisation for Beginners,"Tuesday, 25 July",6,"To be successful in today’s business environment people not only need to able to discover and understand new insights, but they also need to communicate those insights effectively.",70,Atlanta
http://generalassemb.ly/education/product-management-bootcamp/singapore/38341,Singapore,Product Management Bootcamp,"Saturday, 5 August",10,"You’re full of ideas, but how do you know which are worth working on?  In the first half of the workshop, you’ll learn how to use the MVP (Minimum Viable Product) philosophy to test and validate your ideas with the least amount of work required.  The ultimate goal is to get to product/market fit.  Take your idea and get moving in the right direction quickly and efficiently.",150,Atlanta
http://generalassemb.ly/education/product-management-bootcamp/london/37314,London,Product Management Bootcamp,"Friday, 28 July",9,"You’re full of ideas, but how do you know which are worth working on?  In the first half of the workshop, you’ll learn how to use the MVP (Minimum Viable Product) philosophy to test and validate your ideas with the least amount of work required.  The ultimate goal is to get to product/market fit.  Take your idea and get moving in the right direction quickly and efficiently.",150,Atlanta
http://generalassemb.ly/education/intro-to-sketch-app/denver/37997,Denver,Intro to Sketch App,"Thursday, 17 August",6,"Are you in the process of building a web site or an app and are intimidated with Illustrator? Are you transitioning into web design and need high-fidelity tools to build mockups? Have you heard of Sketch recently and want to know what the fuss is all about?
Bohemian Coding’s Sketch has been been picking up steam in the design community and is already in use by many fortune 500 companies. In this hands-on workshop you’ll be learning from a couple of practitioners who will walk you thru this award winning yet approachable software.
We will start with orientation of the software itself, and end with a few complex techniques. This is not a lecture. Bring along any questions you may have and we'll explore them together.",35,Atlanta
http://generalassemb.ly/education/ux-design-101/melbourne/38236,Melbourne,UX Design 101,"Tuesday, 11 July",6:30,Discover how design shapes our online experiences.,35,Atlanta
http://generalassemb.ly/education/intro-to-adobe-photoshop/atlanta/38454,Atlanta,Intro to Adobe Photoshop,"Wednesday, 30 August",6,"Bring your creative ideas to life with Adobe Photoshop, the professional digital imaging standard, used by photographers and designers who want to perfect their digital images. Photoshop allows you to create powerful images and designs. This workshop is designed to get you up and running with Adobe Photoshop in just three hours. The focus will be on step-by-step instruction leading students through the most important tools and concepts in Photoshop.",35,Atlanta
http://generalassemb.ly/education/mastering-negotiations-workshop/san-francisco/38846,San Francisco,Mastering Negotiations Workshop,"Monday, 17 July",6:30,"Become a master of negotiation - learn how to identify negotiation opportunities, prepare for the situation, and achieve your desired results.  This workshop will be a thorough overview of the theory and tactics of negotiations. Students will receive instruction, engage in mock negotiations, and receive direct feedback.",85,Atlanta
http://generalassemb.ly/education/design-thinking-workshop/washington-dc/39397,"Washington, D.C.",Design Thinking Workshop,"Monday, 21 August",6:30,"Humans are complex, and Design Thinking is an approach organizations use to better understand the latent needs of people in order to create the most innovative and intuitive products.",55,Atlanta
http://generalassemb.ly/education/intro-to-ux-design-247ed3ff-cbb9-48f7-93c2-9a7353e5ae75/seattle/39333,Seattle,Intro to UX Design,"Wednesday, 26 July",6,Discover how design shapes our online experiences.,0,Atlanta
http://generalassemb.ly/education/introduction-to-python-bootcamp/san-francisco/39267,San Francisco,Introduction to Python Bootcamp,"Sunday, 1 October",10,"Python is a versatile and widely-used programming language with many applications. This workshop explores Python's place in the scientific ecosystem, and how the language, with several readily-available open-source libraries, can serve as a powerful tool for data analysis. Designed as a stand-alone introduction to the data science aspects of Python, this class is also a recommended refresher for students planning to enroll in General Assembly's upcoming Data Science course. The course is hands-on and exercise based, so students will get plenty of practice.",250,Atlanta
http://generalassemb.ly/education/advanced-topics-in-blogging/london/37524,London,Advanced Topics in Blogging,"Monday, 24 July",6:15,"Do you want to take your blog to the next level? This advanced blogging class will provide you with tips and techniques to enhance, promote, and monetise your blog. You’ll receive expert advice on how to drive more traffic to your blog, build lasting partnerships, and generate revenue. This class is ideal for anyone who currently has a blog - be it personal or corporate - and is looking for a way to improve it.",25,Atlanta
http://generalassemb.ly/education/talk-like-a-programmer/san-francisco/38642,San Francisco,Talk Like A Programmer,"Tuesday, 19 September",6:30,"Learn to talk the talk without walking the walk. This class is for people who want to speak intelligently about tech. Whether you're recruiting developers, writing marketing copy, a first-time product manager, or simply want to work in a tech startup, you need to know what is happening in the engineering department.",65,Atlanta
